name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;530;0;289;3063;1075;3063;1075;0
header;288;104;288;135;1919;135;1919;104
A;565;138;565;140;566;140;566;138
B;581;206;581;221;601;221;601;206
B;861;262;861;279;873;279;873;262
B;1064;495;1064;514;1076;514;1076;495
B;618;1253;618;1271;631;1271;631;1253
D;1038;1353;1038;1370;1050;1370;1050;1353
C;545;1380;545;1406;561;1406;561;1380
A;764;1634;764;1639;769;1639;769;1634
A;673;1713;673;1717;677;1717;677;1713
A;673;1726;673;1735;678;1735;678;1726
B;685;1757;685;1776;699;1776;699;1757
A;653;1786;653;1789;657;1789;657;1786
A;614;2185;614;2192;620;2192;620;2185
B;836;2493;836;2511;850;2511;850;2493
A;1064;2504;1064;2510;1073;2510;1073;2504
A;773;2586;773;2589;775;2589;775;2586
A;1062;2698;1062;2701;1070;2701;1070;2698
B;321;2806;321;2821;342;2821;342;2806
B;356;2807;356;2834;363;2834;363;2807
B;604;2813;604;2839;622;2839;622;2813
A;714;2823;714;2840;718;2840;718;2823
A;1043;2824;1043;2841;1047;2841;1047;2824
A;1032;2825;1032;2841;1036;2841;1036;2825
