name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;138;0;230;3053;923;3053;854;0
header;54;185;54;227;1679;227;1679;185
A;202;172;202;172;204;172;204;172
A;507;183;507;184;509;184;509;183
A;355;301;355;308;363;308;363;301
A;195;347;195;353;203;353;203;347
A;464;518;464;520;466;520;466;518
A;173;711;173;717;180;717;180;711
B;854;917;854;944;875;944;875;917
A;828;1081;828;1089;835;1089;835;1081
A;326;1126;326;1142;334;1142;334;1126
B;663;1173;663;1189;672;1189;672;1173
A;641;1185;641;1194;646;1194;646;1185
C;846;1583;846;1610;866;1610;866;1583
A;886;1674;886;1690;895;1690;895;1674
A;506;1767;506;1783;514;1783;514;1767
D;849;2247;849;2275;870;2275;870;2247
B;886;2305;886;2332;895;2332;895;2305
B;378;2863;378;2878;399;2878;399;2863
