name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1275;0;1046;3053;1809;3053;1809;0
header;648;109;648;177;1891;177;1891;109
A;1526;90;1526;90;1526;90;1526;90
A;1590;690;1590;690;1591;690;1591;690
D;1793;961;1793;991;1811;991;1811;961
A;1218;1011;1218;1013;1219;1013;1219;1011
A;1784;1223;1784;1223;1784;1223;1784;1223
A;1737;1268;1737;1271;1739;1271;1739;1268
A;1492;1589;1492;1595;1494;1595;1494;1589
A;1734;2541;1734;2545;1739;2545;1739;2541
A;1521;2614;1521;2614;1522;2614;1522;2614
A;1376;2630;1376;2631;1376;2631;1376;2630
A;1576;2658;1576;2661;1581;2661;1581;2658
A;1759;2771;1759;2773;1760;2773;1760;2771
